age,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
18,7.030330315879624,36.526347262321536,3121.4302571336825,Two year,Electronic check,DSL,1,1,1,0,0,1,0
35,1.1513019832739178,27.96314536850683,635.546696516134,Two year,Electronic check,Fiber optic,1,0,0,1,0,0,0
50,0.5356893620974138,80.67179329597214,491.06811505418017,Month-to-month,Mailed check,DSL,1,1,1,0,0,1,0
62,2.4406855282395963,51.427138774117935,1474.433590975369,Two year,Bank transfer,Fiber optic,1,1,1,1,1,1,0
41,3.3979392020186507,58.63524944514759,2402.5260037189587,Month-to-month,Credit card,Fiber optic,1,1,1,1,0,0,0
64,1.581212726377801,49.37687243737771,1044.055662598683,One year,Bank transfer,DSL,1,0,1,1,0,0,0
19,6.824634472806166,59.80399718464975,4747.031646556524,Month-to-month,Bank transfer,No,1,1,1,0,1,0,0
18,0.10610277608512328,96.97076224192682,0.0,Month-to-month,Credit card,Fiber optic,0,1,0,0,1,0,0
39,1.4055693378571474,81.04256917236239,1308.219876416059,One year,Mailed check,No,1,1,0,1,0,0,0
45,2.534918494699556,82.24447023773953,2338.404048403029,One year,Electronic check,Fiber optic,1,1,1,1,1,1,0
39,3.970306984861358,36.67545888414709,1704.8708322161328,Month-to-month,Bank transfer,No,0,1,1,1,0,0,1
18,0.3950871203199098,41.976925268942615,249.26447990561613,Month-to-month,Credit card,Fiber optic,0,0,1,1,1,1,1
38,3.218910642808085,20.0,683.463667918714,Month-to-month,Credit card,No,0,1,1,1,1,1,0
20,1.6090831747996597,48.81238357834492,799.83556397525,One year,Bank transfer,Fiber optic,0,1,1,0,1,1,0
50,1.0101963870055586,84.13406372771317,1026.8368425935098,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1,1,0
45,0.28247062022898545,75.33893031496741,341.626760943003,Month-to-month,Credit card,Fiber optic,0,1,1,1,0,1,1
25,4.00934742120851,60.56973474095752,2744.643973591637,One year,Mailed check,No,1,1,1,0,1,1,0
32,0.342224927752622,64.55399432563894,347.12707236141785,One year,Mailed check,No,0,0,0,1,0,1,0
24,0.7415125564448649,51.22228914849189,537.514267255308,One year,Credit card,DSL,0,1,1,1,0,0,0
39,0.6851088810554417,69.09517764803569,663.4611483529351,One year,Credit card,Fiber optic,0,1,1,1,1,1,0
54,4.10231520740062,80.3175655896123,4075.7036703631284,Two year,Mailed check,DSL,0,1,1,0,1,1,0
25,2.233774491452259,32.68226425179054,1096.2590909685825,Two year,Mailed check,Fiber optic,0,1,1,1,1,1,0
47,3.1859621166212815,70.99295375674696,2678.561129730602,Two year,Mailed check,DSL,1,1,0,1,0,1,0
32,0.5766122643864525,83.64869741909334,589.7515359893932,One year,Electronic check,DSL,1,1,1,0,1,0,1
28,1.9609871499531324,56.69799422073261,1292.5646138148809,Month-to-month,Credit card,No,1,1,1,0,0,1,0
38,1.6960775242450719,79.01401224241167,1608.3643676529337,Two year,Mailed check,DSL,1,0,1,1,1,1,0
24,3.577492548385835,121.29308888945106,5360.388795636173,Month-to-month,Credit card,Fiber optic,0,1,1,1,0,0,0
31,4.7307742024201485,62.91314414026216,3437.033103109644,Month-to-month,Electronic check,Fiber optic,0,1,0,1,0,1,0
22,0.024462538817942497,72.86614100010647,0.0,Month-to-month,Bank transfer,DSL,0,1,1,1,0,0,1
69,2.241838001779072,50.23885832677217,1489.2466748058896,Month-to-month,Electronic check,DSL,1,0,1,1,1,1,0
40,0.10645516809244548,68.625023252041,189.66951131793707,Two year,Credit card,Fiber optic,0,1,1,1,0,1,1
29,1.5919492147397791,74.20543249964608,1381.2621952851393,One year,Bank transfer,DSL,1,0,1,1,1,0,0
43,0.678323341139772,68.89684680540276,646.2522719405019,One year,Bank transfer,No,0,1,1,1,0,0,0
38,0.7328059290589237,44.60609360582286,426.3729026472554,One year,Electronic check,No,0,1,0,1,0,0,0
36,0.8706896993582343,69.12723542650902,872.287922871775,Month-to-month,Electronic check,DSL,1,1,1,1,0,1,1
49,1.9419820102765224,94.24391877435274,2203.690897435735,Month-to-month,Electronic check,DSL,1,1,0,0,1,1,0
51,0.813081269565668,73.97271529029055,824.3131625246479,One year,Electronic check,Fiber optic,1,1,1,1,0,0,0
32,2.6387602079855372,84.23974378143683,2931.662996905493,One year,Bank transfer,Fiber optic,1,1,0,1,0,0,0
31,1.0367997575476584,60.259760599747445,809.5375776611238,Month-to-month,Bank transfer,DSL,1,0,0,1,1,1,1
35,0.14160301282717758,79.9980047884742,140.86831855801546,One year,Bank transfer,DSL,1,1,1,1,0,1,0
18,3.062731297166667,70.58535676433051,2666.4524739275776,Month-to-month,Bank transfer,Fiber optic,1,0,1,1,1,0,0
18,0.6730677859034276,45.981785406255355,334.85821612290954,Month-to-month,Electronic check,No,0,1,1,1,0,0,1
60,1.1339698253218857,71.3704200959775,1209.9796042650958,Month-to-month,Electronic check,DSL,1,1,1,1,1,1,0
64,2.3131855740636516,45.166066731193794,1271.7370317671227,Month-to-month,Electronic check,Fiber optic,1,0,1,1,0,1,1
36,0.8083004173809956,52.34239450230416,480.40721985264685,Two year,Credit card,No,0,1,1,0,1,1,0
48,0.11649940764779618,68.78656614584749,12.59423001940256,Two year,Bank transfer,Fiber optic,1,1,1,1,1,1,0
44,0.9365575857042947,70.94488546760248,907.0496669799097,Month-to-month,Electronic check,Fiber optic,1,1,1,1,1,1,1
80,5.7808924983360646,41.215350698457414,2945.8568813108045,One year,Electronic check,Fiber optic,1,0,1,1,1,1,0
56,2.052961321342224,86.07971542365752,2070.8844786615655,One year,Credit card,No,0,1,1,1,1,1,0
38,2.226309937390083,76.44012556600946,2099.798068467673,Month-to-month,Bank transfer,Fiber optic,1,0,1,1,0,0,0
25,2.000878713472277,50.90543128778232,1071.4115295449058,Month-to-month,Bank transfer,No,1,0,0,1,0,0,0
18,0.4437690358575452,34.24830407101649,200.87710003552797,Two year,Mailed check,Fiber optic,1,0,1,0,1,0,0
43,1.0837172910217845,62.10190841837137,852.886578708954,One year,Electronic check,Fiber optic,0,1,0,1,1,1,0
28,2.780121276197348,56.0811257227768,2041.6809507358043,Two year,Credit card,DSL,1,0,1,0,0,1,0
18,0.21377424410872728,67.26280914106046,95.46679389624856,Month-to-month,Credit card,DSL,0,0,0,1,1,0,0
30,0.65105249928659,57.73766677688867,323.24776421660385,One year,Mailed check,Fiber optic,1,1,1,0,0,1,0
23,0.646809482616204,24.850862785099807,103.34248831465601,Month-to-month,Credit card,DSL,0,1,0,1,1,0,0
65,1.1313343680919619,57.233061233976834,643.3398999498249,Month-to-month,Credit card,Fiber optic,1,0,1,0,1,0,0
53,7.861264266559312,58.88761777863374,5688.839240407614,One year,Electronic check,DSL,1,0,1,1,1,0,0
39,0.13977771699224598,77.67322049548117,285.1477546899279,Month-to-month,Mailed check,No,0,1,1,1,0,1,0
62,1.4625331374118946,51.03600650777901,927.7238664204338,Month-to-month,Electronic check,DSL,0,0,1,0,1,1,0
41,0.3953529213510226,98.57349346745133,589.7853178901087,Month-to-month,Electronic check,No,0,1,1,1,1,1,0
27,7.0587351704515475,26.76718898696486,2280.7058178549696,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,0,1,0
62,0.24050505031108502,91.22334995605249,253.76495167863683,One year,Electronic check,DSL,0,0,1,1,1,1,0
48,1.0336907535594775,60.5136205824379,717.3246788202944,Month-to-month,Credit card,Fiber optic,1,1,1,1,1,1,1
24,2.6779437647354163,82.19169744687113,2610.217825152664,Month-to-month,Credit card,DSL,1,0,1,1,0,0,0
37,2.438541297406312,66.59602968117466,1793.9858678191874,Month-to-month,Electronic check,DSL,1,0,1,1,0,0,0
26,1.0988856460398193,87.79111072050938,1184.094173408657,Month-to-month,Mailed check,DSL,1,1,1,1,0,0,0
19,0.8508994578636409,57.252760708943775,580.5627255598399,One year,Credit card,DSL,0,1,1,1,1,1,1
53,1.0137083028682519,43.027591496443755,597.9451934362087,Month-to-month,Credit card,No,0,1,0,1,1,0,1
68,0.6138011765400787,93.41008574542127,697.3749960188516,One year,Credit card,DSL,0,1,1,1,1,0,0
19,0.459664085742675,62.730387082357176,329.7485021610407,Month-to-month,Mailed check,Fiber optic,1,1,1,1,0,1,0
48,1.3195783837367603,69.43116947248421,1012.3191417206826,Month-to-month,Mailed check,DSL,1,1,1,0,1,0,1
30,0.6254084119078702,89.6950382808959,680.367701049425,Two year,Bank transfer,Fiber optic,0,1,1,1,1,1,0
32,0.6778431292674276,44.360895158111305,434.6604589745575,One year,Credit card,DSL,0,1,1,1,1,1,0
31,2.138627798766368,76.90981795278515,1859.4437969542582,Month-to-month,Mailed check,Fiber optic,1,1,1,1,0,0,0
27,6.917907138612631,53.20210487074218,4425.314028262376,Two year,Credit card,Fiber optic,1,0,0,0,1,0,0
40,1.8508506538853347,62.35661288711256,1408.257627987192,Month-to-month,Electronic check,Fiber optic,1,1,1,0,1,0,0
27,0.16020759771989018,66.44557930768578,55.93456131806295,Two year,Credit card,DSL,0,1,0,1,0,0,1
44,0.15718534897710215,34.99556277106128,7.223846471032196,One year,Bank transfer,Fiber optic,1,1,0,1,1,1,0
39,6.04921931486486,49.42325914359131,3610.7266906564278,One year,Mailed check,DSL,1,1,1,1,1,1,0
36,0.7056242294367189,92.02145784826278,665.8487416006247,Two year,Bank transfer,DSL,1,1,1,1,0,0,0
26,0.19316935264161353,82.72382377169592,226.74886135714831,Month-to-month,Electronic check,Fiber optic,1,1,0,0,1,0,1
31,1.8278100955176482,63.7472084534553,1308.6780567016028,One year,Electronic check,Fiber optic,1,1,1,1,0,1,0
51,1.9544649426011678,69.86246917025787,1744.8103308652082,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1,0,1
47,2.0911185616462635,59.115149887270846,1717.184220984107,Month-to-month,Electronic check,Fiber optic,0,1,0,1,0,0,0
25,0.6223163933391319,92.13166771655963,601.9448858180828,Month-to-month,Mailed check,DSL,1,1,0,1,0,1,0
41,0.030452027769782227,60.99294844411672,75.70909375484112,Month-to-month,Credit card,DSL,1,1,0,0,1,1,1
51,6.705692882415926,69.63684184269697,5530.885105893757,One year,Bank transfer,DSL,1,1,0,0,1,1,0
18,0.5777470190385317,87.92060288284131,713.6458121113641,One year,Electronic check,Fiber optic,1,0,1,1,1,1,0
48,2.254185804892322,49.45257030308187,1211.1775430032394,One year,Credit card,Fiber optic,0,1,1,1,1,0,0
30,2.4526404489001523,96.17578368993787,2878.6740832341293,Month-to-month,Bank transfer,DSL,1,0,1,1,1,1,0
48,1.8832551163836395,34.39077180513246,689.9002668118396,Month-to-month,Credit card,Fiber optic,0,0,0,0,1,0,0
28,0.7505723969681785,97.59284262225597,858.3074668572616,Two year,Bank transfer,Fiber optic,1,1,1,0,1,1,0
18,0.6324271820651319,57.546488320960506,333.6250338440983,Month-to-month,Electronic check,Fiber optic,1,0,1,1,0,1,1
18,1.8209567264407178,60.14602504349436,1396.5147535490505,One year,Mailed check,Fiber optic,1,0,1,1,0,0,0
40,4.0212588349879805,27.199796576341143,1228.831032065893,One year,Bank transfer,Fiber optic,0,1,1,1,0,0,0
43,5.864903921885126,55.90410565244614,3989.662927819324,One year,Electronic check,Fiber optic,1,1,1,0,1,0,1
26,0.22388829031485427,44.20386937946232,84.3509420617942,One year,Electronic check,DSL,1,0,0,1,0,0,0
49,0.336431693726194,52.84707309253055,201.90592652801803,Two year,Electronic check,DSL,0,1,1,1,0,0,0
18,5.791276519397838,62.253780684222406,4341.121890583372,Month-to-month,Electronic check,DSL,1,1,1,1,0,1,1
39,2.6676712276174452,84.15583228945812,2617.818642051554,Two year,Mailed check,Fiber optic,1,1,0,1,1,1,0
21,4.291057132688894,69.15206702801251,3581.8623568828916,Month-to-month,Mailed check,No,1,1,0,1,0,0,0
30,0.45287954109998413,71.15353306802228,539.7212092773029,Month-to-month,Electronic check,Fiber optic,1,1,0,1,0,0,0
40,1.771454534529418,43.08961222308875,838.165988981186,Month-to-month,Bank transfer,DSL,0,0,1,0,1,0,1
27,2.4155573711421625,47.3849182079454,1490.7128758254362,One year,Bank transfer,Fiber optic,1,0,0,1,1,0,0
34,2.2795679726983553,100.97450036702624,2911.9486084994746,Month-to-month,Electronic check,No,1,1,0,1,0,0,0
55,1.0490098230078868,50.29597930473507,551.5162172788173,Month-to-month,Electronic check,No,0,1,1,1,1,1,0
31,0.031029246928829947,98.12416504114591,0.0,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0,0,0
52,1.7489835021813425,60.13877602238267,1292.3768152714906,Two year,Mailed check,No,0,0,0,1,1,1,0
23,0.583652064757029,65.04575872287008,400.8283443108005,Two year,Electronic check,DSL,0,1,1,1,0,1,0
47,1.1965987466954007,86.40730320459859,1427.598770555726,One year,Mailed check,DSL,1,1,1,1,1,1,0
61,6.320318519001087,90.43784843877313,6862.63285372428,One year,Bank transfer,DSL,1,1,1,0,1,0,0
18,1.0184382219394243,62.78374879441825,687.0764930630277,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,1,1,0
28,3.6626845470288836,57.235138929569224,2400.8951557514424,Month-to-month,Electronic check,DSL,0,1,1,1,0,1,0
48,0.4178418623425931,63.881591029555736,429.29933149145245,Two year,Mailed check,Fiber optic,1,1,1,0,1,0,0
36,2.232293228925945,71.75915056464237,1865.1311936187244,Month-to-month,Bank transfer,Fiber optic,1,1,0,1,0,0,0
45,7.545126951371329,82.8260737373951,7503.5817747335095,Month-to-month,Credit card,DSL,1,1,1,0,1,1,0
30,0.21493235284125525,65.08459717988303,263.4457017784191,Month-to-month,Credit card,No,1,1,1,1,1,0,1
41,0.016709492250489715,77.37772596046307,0.0,Month-to-month,Bank transfer,DSL,1,0,1,0,1,1,1
37,1.1368487136501377,97.76719464541881,1329.1652307639079,Month-to-month,Mailed check,DSL,1,0,1,1,1,0,0
57,0.19439999147721998,72.6261922452957,167.76553285984906,One year,Mailed check,Fiber optic,0,1,1,1,1,0,0
43,2.759705105791522,71.23305712009557,2427.319228377212,Month-to-month,Credit card,DSL,1,1,0,1,1,0,0
45,4.919616465792632,34.621783498198646,2102.9851876251805,One year,Electronic check,Fiber optic,1,0,0,0,0,0,1
33,1.1383965114424754,20.0,251.20378962071123,Month-to-month,Credit card,No,1,0,0,0,1,1,1
32,0.5987311649906385,72.76751458460336,529.183051518206,Month-to-month,Bank transfer,No,1,1,1,1,1,1,0
33,1.139748065066691,63.10351537438255,825.8874134099556,Month-to-month,Bank transfer,No,0,1,0,1,1,1,1
45,2.570711503912119,54.70434650170516,1539.7878736991931,One year,Electronic check,DSL,1,0,1,1,1,1,0
33,0.01819079921445722,69.87060408372689,41.01211129837186,Month-to-month,Bank transfer,Fiber optic,1,1,0,0,1,0,0
44,1.780534544578956,63.79192541606184,1552.2238985053357,One year,Mailed check,DSL,1,1,1,1,1,1,0
71,1.9001691557042915,87.55560501267797,1908.0736065803185,One year,Electronic check,DSL,0,0,0,0,1,1,0
53,2.0305004827063358,66.72221736517956,1548.4509638465395,One year,Electronic check,DSL,1,1,1,1,0,1,0
35,0.5542020460528032,50.06153429859665,245.857679677524,Month-to-month,Credit card,DSL,1,0,1,1,1,1,1
58,2.503895665264673,84.80332477918577,2620.5233056479383,Month-to-month,Bank transfer,No,1,0,1,1,1,1,1
33,0.191681911211672,60.657378501075954,184.3716123017563,Month-to-month,Mailed check,DSL,0,0,1,1,0,0,0
18,0.4444637751787968,75.53073367344615,386.99433112464413,One year,Electronic check,Fiber optic,0,0,1,1,0,1,0
24,4.198799523561042,55.45178587614399,2702.1692792444505,Month-to-month,Bank transfer,Fiber optic,1,0,0,1,1,0,0
18,2.6843494172906586,52.003462290051274,1684.3832435087427,Two year,Bank transfer,Fiber optic,0,0,0,1,0,1,0
34,0.027681797717852966,66.68336460371393,0.0,Two year,Bank transfer,No,1,1,0,1,1,0,0
40,0.5710388529673616,65.2565728708737,461.5111189349265,Month-to-month,Bank transfer,DSL,1,0,1,1,1,1,0
65,0.4826315485169453,74.59654070733666,519.1841660758643,Month-to-month,Mailed check,Fiber optic,1,1,0,1,1,1,0
44,0.6316318285385556,59.62708493380515,326.8284625825895,One year,Bank transfer,Fiber optic,1,1,0,0,1,1,0
36,0.5688674289142449,28.27280432459205,39.74990236894834,Month-to-month,Electronic check,DSL,0,1,1,0,1,1,1
52,0.1291331406466294,56.34452232823223,245.2551306872311,Month-to-month,Credit card,Fiber optic,1,0,1,0,1,1,1
18,1.228452110684271,80.87636934287632,1131.0569955343865,Two year,Bank transfer,No,1,0,1,0,0,1,0
43,2.639017793398541,59.05247841513787,1983.6812799763677,Month-to-month,Mailed check,DSL,1,1,1,0,1,0,0
51,1.8665265313898347,60.07233194970904,1330.1194501192865,Two year,Mailed check,DSL,1,1,1,1,1,1,0
18,2.234805468606294,84.72753011811875,2255.999090099582,One year,Credit card,DSL,1,1,1,0,1,1,0
57,0.16926299365638992,50.76053545482154,146.94383223787747,One year,Electronic check,Fiber optic,0,1,0,1,1,1,0
45,6.051999913268028,34.14393563514201,2391.2692603554588,Month-to-month,Electronic check,Fiber optic,1,1,1,1,0,1,0
33,3.6463991463165786,61.787377609490115,2716.867005970182,Month-to-month,Bank transfer,Fiber optic,1,1,1,0,1,0,1
49,3.270437998976395,55.316520975025256,2132.7620845323595,One year,Mailed check,Fiber optic,1,1,0,0,1,0,0
74,3.4630281073094618,45.67507360493492,1766.0394200273142,Month-to-month,Credit card,No,1,1,1,0,0,1,0
42,5.397502386392768,61.492430882026184,4016.614716642584,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1,1,0
43,1.5716391357000705,74.83011294493568,1384.9404277096169,Month-to-month,Credit card,No,1,1,0,1,1,1,1
33,0.4469922715986941,64.81422876864369,331.95502934609084,Month-to-month,Electronic check,No,1,0,1,1,1,1,0
27,1.9183109135951566,71.13962145372476,1516.5988523430842,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1,1,0
52,2.716436372469671,101.26815397030846,3460.2019985899383,One year,Credit card,Fiber optic,1,1,1,1,0,1,0
27,2.6781910647468012,58.14242276884872,1956.2696243457508,Month-to-month,Bank transfer,No,0,1,1,0,1,1,0
41,1.4739850823934304,70.56697269289339,1344.5915691250707,Month-to-month,Mailed check,No,1,1,1,1,0,0,0
32,0.14182954717407414,54.81573274801731,62.74941639982815,One year,Electronic check,DSL,0,1,0,1,1,1,1
47,0.9276071815125889,48.072805602260544,362.1938675950439,Two year,Bank transfer,DSL,1,0,0,1,1,1,0
45,5.070714917406533,53.301846931644604,3438.63338258827,Month-to-month,Bank transfer,No,0,0,0,1,1,1,0
55,1.7562994227461635,55.42482856956623,1162.0013822698238,Month-to-month,Credit card,DSL,1,0,0,0,1,0,0
32,1.5458182760697725,72.1895159509425,1264.2224975691622,One year,Credit card,No,1,1,1,1,0,0,0
35,0.6262828971717277,111.98151573401515,883.2654546912764,Two year,Bank transfer,DSL,0,1,1,1,1,1,0
25,0.9191529071062944,50.6791312744832,675.6945288870828,One year,Mailed check,DSL,1,0,1,1,1,0,0
33,4.5141929201180115,56.66749388769075,3067.390940895185,One year,Mailed check,DSL,0,1,1,0,1,0,0
45,2.1960032354921304,63.73753973777504,1807.471638631484,Month-to-month,Bank transfer,DSL,1,0,1,1,0,0,0
51,3.0965635861499208,72.91597697419495,2817.767503613745,One year,Electronic check,DSL,1,0,1,1,1,1,0
26,1.211538292842597,70.2710162390957,913.9942058673353,Month-to-month,Mailed check,Fiber optic,1,1,1,1,1,1,0
53,1.9898413147100436,90.68191587896234,2097.9324619902923,One year,Electronic check,Fiber optic,1,1,0,0,1,1,0
60,0.5710584063926764,20.0,232.80773386221907,One year,Electronic check,No,0,1,1,1,1,0,0
46,2.4446865612079685,20.0,315.4635183088687,Two year,Electronic check,Fiber optic,0,1,1,0,0,1,0
68,1.1158391226447246,55.08243655979702,722.6120828917124,Month-to-month,Mailed check,Fiber optic,1,1,1,1,1,1,0
28,1.1687488398079504,86.94600375087418,1076.3333719547957,Month-to-month,Credit card,Fiber optic,0,0,1,1,1,0,0
21,2.0957755621064074,33.687039367888076,799.5503062598833,One year,Mailed check,Fiber optic,1,1,1,1,0,0,0
18,5.506533094219477,20.0,1291.685933709754,One year,Mailed check,Fiber optic,0,1,0,1,1,1,0
62,0.13229316618459816,76.42358812438417,85.49938353919846,One year,Electronic check,DSL,1,1,0,1,1,1,0
49,3.4830063304143035,69.87314447405429,2865.197129137751,Month-to-month,Bank transfer,DSL,0,1,1,1,0,1,0
39,0.6917048962922712,43.1958318640114,248.83085583417125,Month-to-month,Electronic check,DSL,1,0,1,0,0,0,1
44,1.1736842584557927,45.2892079855814,867.0538925691559,One year,Bank transfer,DSL,0,0,1,1,0,1,0
23,0.044313983978938785,45.60512560730651,210.99753808237114,Month-to-month,Credit card,Fiber optic,0,1,1,1,0,1,1
76,0.7163409171392776,67.2107063494788,461.54276630994343,Two year,Electronic check,DSL,1,1,1,0,0,1,0
41,1.3968471229352586,52.47369447633986,1037.784425039066,Month-to-month,Electronic check,No,0,0,1,1,0,1,0
41,0.11563130569590999,74.88127837951039,63.95689084713513,One year,Mailed check,No,1,0,0,0,0,1,0
50,1.3509907071279492,20.0,337.15651704387886,One year,Credit card,No,1,1,0,1,1,1,0
47,5.2376249022491566,47.86296269744402,3001.9315478449716,One year,Credit card,No,0,0,0,1,1,0,1
43,0.22274201418164916,42.478920781778996,47.56722037695744,Month-to-month,Credit card,DSL,1,0,1,1,0,1,0
28,2.8915854234776024,59.873186432550156,2175.926432106842,Two year,Mailed check,Fiber optic,1,0,1,1,1,0,0
47,1.0541507215946502,54.23904483019723,698.7021920139496,Month-to-month,Credit card,DSL,1,0,0,0,1,1,0
68,2.129429018240246,80.95687559791533,2021.047899169275,One year,Electronic check,No,1,1,0,1,1,0,0
60,0.6028497418291304,27.81326456679885,70.74768798219262,Month-to-month,Electronic check,No,1,1,1,0,1,1,1
63,0.34749824079036656,65.90982952661504,185.4830963635882,Month-to-month,Credit card,No,0,0,1,1,1,0,0
32,0.34980854025643787,76.16672846423411,155.58725364197682,Month-to-month,Credit card,Fiber optic,0,0,1,1,0,1,0
25,0.14619961320134336,102.1329487312391,180.40392603695443,Month-to-month,Electronic check,Fiber optic,1,0,1,1,0,0,0
38,0.4107219673553782,55.364680578130496,153.20732712018267,Two year,Electronic check,DSL,1,1,0,0,1,1,1
40,2.182594527572664,71.48917208705033,1845.826458082904,Month-to-month,Electronic check,DSL,0,0,1,1,1,1,0
56,4.26890430451639,28.9227441487527,1618.6313093014764,One year,Electronic check,Fiber optic,1,1,0,1,1,1,0
18,3.365369125322815,20.0,927.6185473696343,Two year,Electronic check,Fiber optic,1,0,1,1,0,0,0
62,2.311218223272914,81.895487515634,2268.112428389171,Month-to-month,Credit card,No,0,0,1,0,1,1,0
37,0.23403834762126297,64.8887941270386,173.5291212652261,One year,Bank transfer,DSL,0,0,1,1,1,0,0
33,0.6826930429688594,88.57025379596845,913.5830079080273,Month-to-month,Credit card,No,1,0,1,0,1,1,1
24,0.7415676594319272,37.53194222060502,386.0653065934918,Month-to-month,Credit card,Fiber optic,0,1,1,1,0,1,1
18,0.5752493385924038,75.39804279057505,487.6914449696284,Month-to-month,Bank transfer,No,0,1,1,1,1,1,1
52,1.4472361152346536,102.37635681087707,1635.351319362161,Two year,Credit card,No,0,1,1,0,1,0,0
41,1.533819165879688,73.39411216714532,1390.2668726727675,Month-to-month,Bank transfer,No,1,0,1,0,1,0,0
20,0.8828664758345155,70.53163011182097,830.17251779853,One year,Mailed check,DSL,1,0,0,1,1,1,0
20,0.8732588975696642,65.171121616487,619.7699893429391,One year,Bank transfer,No,0,0,1,1,0,0,0
34,3.526992501954175,33.582370857481756,1450.4575180599938,Two year,Bank transfer,DSL,0,1,1,0,1,1,0
65,3.1145720325381565,92.11145871420696,3406.295948759242,Month-to-month,Credit card,DSL,1,0,1,1,0,1,0
36,0.7357486519134074,52.78284720389868,447.6156641731376,One year,Credit card,Fiber optic,1,1,1,1,1,1,0
18,4.901902097005666,75.08966512766034,4168.204037676544,One year,Mailed check,No,1,0,1,1,0,1,0
36,6.10735918769201,33.739313868574925,2450.5191621283725,One year,Credit card,Fiber optic,1,0,1,0,1,0,0
35,0.7912549395755805,41.410806709844394,490.13499457249304,Two year,Electronic check,No,1,1,1,0,1,1,0
18,0.8752276142483729,93.70174798444471,920.9840325152782,Two year,Credit card,Fiber optic,0,1,0,1,1,1,1
39,1.4089589115417203,58.05395422084314,986.8002706178356,Month-to-month,Mailed check,DSL,1,1,0,1,1,0,0
36,5.664535208962706,94.0655095208509,6318.4536168893255,Month-to-month,Electronic check,No,1,1,1,1,1,0,0
50,4.180106221785574,63.43538681882964,3218.0440291024497,Month-to-month,Mailed check,DSL,1,1,1,1,1,1,0
67,0.21643577162810854,28.16204454084285,51.49096633625244,Month-to-month,Bank transfer,No,1,0,1,1,0,0,1
56,0.9975660004680953,82.84135199463441,897.7524401236847,Month-to-month,Electronic check,DSL,0,1,1,0,0,1,0
35,1.6120548629363474,53.202153644887844,1162.4326327896508,Month-to-month,Credit card,Fiber optic,0,0,1,1,1,0,0
23,1.3988636655681363,78.97377627034086,1418.5757552406644,Month-to-month,Electronic check,Fiber optic,1,1,1,1,0,0,0
78,0.4310033200163549,65.50421735080164,278.2997454464036,Two year,Credit card,DSL,1,1,1,1,1,0,0
40,3.9153934739117062,34.13763544114259,1653.726131194098,Month-to-month,Bank transfer,DSL,1,1,1,1,0,0,0
40,2.2598392763761135,68.28589530741138,1905.5229791403851,Two year,Mailed check,DSL,1,1,1,1,1,1,0
39,3.6391870325988815,108.92446284305598,4820.988036036094,Month-to-month,Mailed check,DSL,0,1,0,1,1,0,0
42,3.9146500136108564,74.85972917028919,3347.1700881850234,One year,Bank transfer,DSL,0,0,0,0,1,1,0
37,2.7594786143395025,63.84964493989074,2214.9614110408497,Two year,Bank transfer,Fiber optic,1,0,1,1,0,1,0
31,1.1568196944761544,86.50686803913796,1143.9042875689217,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,0,1,0
31,1.8860229188540996,69.21336930406221,1530.6732162387632,Month-to-month,Mailed check,Fiber optic,1,1,0,1,0,0,0
39,0.3495769781466068,69.19068460525588,554.0378205084237,Month-to-month,Mailed check,No,0,1,0,1,0,1,0
31,2.2395416244991138,43.16749655681795,1190.2922024450932,Month-to-month,Credit card,Fiber optic,1,0,1,1,1,0,0
29,0.3950813787878043,69.67696051579196,291.7045880191523,Two year,Electronic check,Fiber optic,1,0,1,1,1,1,0
41,2.3680109074049525,85.7088683283389,2214.984983478506,Two year,Mailed check,Fiber optic,1,1,0,1,0,1,0
36,0.5216860622201293,48.278756957999505,441.2126686702527,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1,0,1
62,0.25010924469232565,93.48991642493895,146.07134151982132,Month-to-month,Credit card,Fiber optic,1,1,1,1,1,1,1
18,0.361328637886097,63.16587951709748,173.5398041315314,Month-to-month,Credit card,DSL,1,0,1,1,0,0,1
56,0.003988244319421252,47.244609769229186,0.0,Month-to-month,Electronic check,No,1,1,0,1,1,1,0
58,2.536948823692528,84.95264153840489,2727.887227415181,One year,Electronic check,Fiber optic,0,1,1,1,0,0,0
18,2.6365317419676026,59.26411528523462,1952.3446519763577,Month-to-month,Electronic check,DSL,0,0,1,1,1,1,0
34,1.4469379492541024,80.19029774972216,1376.5808687286801,One year,Mailed check,Fiber optic,0,1,1,0,1,1,0
34,0.35195417368150983,59.16482735482926,280.7089014360195,Month-to-month,Mailed check,DSL,0,1,1,1,0,0,0
18,0.1745050030480418,63.80347712940193,73.5697423641928,Month-to-month,Credit card,DSL,1,1,1,1,1,1,1
28,0.03862858463429933,74.87120408668584,48.67139268134838,One year,Mailed check,DSL,1,1,1,0,1,1,0
